Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
UEPS,"Net 1 UEPS Technologies, Inc.",3.88,220515629,n/a,2005,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ueps
NETE,"Net Element, Inc.",6.05,23371264.95,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/nete
NTAP,"NetApp, Inc.",66.22,16354669071,n/a,1995,Technology,Electronic Components,https://www.nasdaq.com/symbol/ntap
NTES,"NetEase, Inc.",217.38,15914936728,73212516,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ntes
NFLX,"Netflix, Inc.",357.32,1.56005E+11,n/a,2002,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/nflx
NTGR,"NETGEAR, Inc.",36.5,1149958123,n/a,2003,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ntgr
NTCT,"NetScout Systems, Inc.",27.23,2119359533,n/a,1999,Technology,EDP Services,https://www.nasdaq.com/symbol/ntct
NTWK,NetSol Technologies Inc.,8.02,95119686.2,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ntwk
CUR,"Neuralstem, Inc.",0.4713,8580044.778,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cur
NBIX,"Neurocrine Biosciences, Inc.",79.13,7186686858,n/a,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nbix
NURO,"NeuroMetrix, Inc.",1.05,8064486.15,n/a,2004,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nuro
NUROW,"NeuroMetrix, Inc.",0.0305,0,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nurow
STIM,"Neuronetics, Inc.",17.42,306234733.2,n/a,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/stim
NTRP,"Neurotrope, Inc.",4.63,36621878.59,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ntrp
NBEV,New Age Beverages Corporation,5.89,442142226.9,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/nbev
NFE,New Fortress Energy LLC,15.91,2657905890,n/a,2019,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/nfe
NYMT,"New York Mortgage Trust, Inc.",5.99,1021837604,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nymt
NYMTN,"New York Mortgage Trust, Inc.",22.8,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nymtn
NYMTO,"New York Mortgage Trust, Inc.",23.76,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nymto
NYMTP,"New York Mortgage Trust, Inc.",24.09,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/nymtp
NEWA,"Newater Technology, Inc.",6.98,75446820,n/a,2017,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/newa
NWL,Newell Brands Inc.,16.17,7548156000,n/a,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/nwl
NLNK,NewLink Genetics Corporation,1.8,67052196,n/a,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nlnk
NMRK,"Newmark Group, Inc.",9.18,1620466920,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/nmrk
NWS,News Corporation,13.56,7931999685,n/a,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/nws
NWSA,News Corporation,13.25,7750663409,n/a,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/nwsa
NEWT,Newtek Business Services Corp.,20.15,380797460.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/newt
NEWTI,Newtek Business Services Corp.,25.9,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/newti
NEWTZ,Newtek Business Services Corp.,25.7993,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/newtz
NXMD,"Nexeon Medsystems, Inc.",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nxmd
NXST,"Nexstar Media Group, Inc.",101.55,4645475023,n/a,2003,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/nxst
NEXT,NextDecade Corporation,3.65,399214267.8,n/a,2015,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/next
NXGN,"NextGen Healthcare, Inc.",18,1164544434,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/nxgn
BIMI,NF Energy Saving Corporation,5.4,40895760.6,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/bimi
NODK,"NI Holdings, Inc.",15.21,340093227.2,n/a,2017,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nodk
EGOV,NIC Inc.,17.05,1136091184,n/a,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/egov
NICE,NICE Ltd,118.07,4954466446,41962111,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/nice
NICK,"Nicholas Financial, Inc.",10.46,82737010.08,n/a,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/nick
NCBS,Nicolet Bankshares Inc.,57.84,549190800,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ncbs
NITE,Nightstar Therapeutics plc,15.16,219769577.8,14496674,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nite
NIHD,"NII Holdings, Inc.",3.76,379284070.5,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/nihd
NIU,Niu Technologies,8.18,57260000,7000000,2018,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/niu
LASR,"nLIGHT, Inc.",21.44,784100699.8,n/a,2018,Technology,Semiconductors,https://www.nasdaq.com/symbol/lasr
NMIH,NMI Holdings Inc,24.42,1622163824,n/a,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nmih
NNBR,"NN, Inc.",9.85,414726439,n/a,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/nnbr
NDLS,Noodles & Company,7.77,341274452.8,n/a,2013,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/ndls
NDSN,Nordson Corporation,135.47,7765817750,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ndsn
NSYS,Nortech Systems Incorporated,4.7,12565144.5,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/nsys
NBN,Northeast Bancorp,20.87,188662525.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/nbn
NTIC,Northern Technologies International Corporation,30.85,140126160.5,n/a,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/ntic
NTRS,Northern Trust Corporation,93.13,20340688419,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ntrs
NTRSP,Northern Trust Corporation,25.82,413120000,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ntrsp
NFBK,"Northfield Bancorp, Inc.",14.86,737586100.8,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/nfbk
NRIM,Northrim BanCorp Inc,37.89,260805054.2,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/nrim
NWBI,"Northwest Bancshares, Inc.",18.56,1918250797,n/a,2009,Finance,Major Banks,https://www.nasdaq.com/symbol/nwbi
NWPX,Northwest Pipe Company,24.04,234030722.2,n/a,1995,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/nwpx
NCLH,Norwegian Cruise Line Holdings Ltd.,55.27,12033818546,n/a,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/nclh
NWFL,Norwood Financial Corp.,30.62,192680728.7,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/nwfl
NVFY,"Nova Lifestyle, Inc",0.83,22951853.88,n/a,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/nvfy
NVMI,Nova Measuring Instruments Ltd.,24.92,695979839.8,n/a,2000,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/nvmi
NOVN,"Novan, Inc.",1.21,31528649.35,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/novn
NOVT,Novanta Inc.,81.98,2861151106,n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/novt
NVAX,"Novavax, Inc.",0.7025,268952212.8,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nvax
NVLN,Novelion Therapeutics Inc. ,1.19,22529353.7,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nvln
NVCR,NovoCure Limited,56.12,5331096279,n/a,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvcr
NVMM,"Novume Solutions, Inc.",0.7348,13790446.44,n/a,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/nvmm
NVUS,"Novus Therapeutics, Inc.",4.9,46168500.7,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nvus
NUAN,"Nuance Communications, Inc.",16.76,4783606753,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/nuan
NCNA,NuCana plc,11.52,134156851.2,11645560,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ncna
NTNX,"Nutanix, Inc.",33.7,6036914238,n/a,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ntnx
NTRI,NutriSystem Inc,43.22,1274838687,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/ntri
NUVA,"NuVasive, Inc.",58.48,3019650005,n/a,2004,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nuva
NVTR,Nuvectra Corporation,12.77,225900380.6,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvtr
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,22.6,859050136.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qqqx
NVEE,"NV5 Global, Inc.",80.24,1001255342,n/a,2013,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/nvee
NVEC,NVE Corporation,103.51,501610495.1,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/nvec
NVDA,NVIDIA Corporation,156.45,94808700000,n/a,1999,Technology,Semiconductors,https://www.nasdaq.com/symbol/nvda
NXPI,NXP Semiconductors N.V.,94.25,27851040786,n/a,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/nxpi
NXTD,NXT-ID Inc.,1.06,26809478.66,n/a,n/a,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/nxtd
NXTDW,NXT-ID Inc.,0.07,0,n/a,n/a,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/nxtdw
NYMX,Nymox Pharmaceutical Corporation,2.13,135720843.8,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/nymx
OIIM,O2Micro International Limited,1.68,56067466.56,33373492,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/oiim
OVLY,Oak Valley Bancorp (CA),18,147479490,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ovly
OCSL,Oaktree Specialty Lending Corporation,5.16,727356959.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ocsl
OCSLL,Oaktree Specialty Lending Corporation,24.8699,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ocsll
OCSI,Oaktree Strategic Income Corporation,8.33,245458177.4,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ocsi
OASM,Oasmia Pharmaceutical AB,2.6,1533334.4,589744,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/oasm
OBLN,"Obalon Therapeutics, Inc.",1.78,41835026.72,n/a,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/obln
OBSV,ObsEva SA,12.7,550446346.4,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/obsv
OBCI,"Ocean Bio-Chem, Inc.",3.65,34084397.15,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/obci
OPTT,"Ocean Power Technologies, Inc.",0.312,5992070.76,n/a,2007,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/optt
OCFC,OceanFirst Financial Corp.,25.34,1295555418,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ocfc
OFED,Oconee Federal Financial Corp.,27,155531745,n/a,2011,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ofed
OCUL,"Ocular Therapeutix, Inc.",4.67,191915387.2,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ocul
ODT,"Odonate Therapeutics, Inc.",16.92,452655159.5,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/odt
OMEX,"Odyssey Marine Exploration, Inc.",7.2203,66187833.05,n/a,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/omex
ODP,"Office Depot, Inc.",3.56,1925879398,n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/odp
OPI,Office Properties Income Trust,28.28,43836290.68,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/opi
OPINI,Office Properties Income Trust,24.08,0,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/opini
OFS,OFS Capital Corporation,12.1,161569170.4,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ofs
OFSSL,OFS Capital Corporation,25.0944,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ofssl
OFSSZ,OFS Capital Corporation,24.926,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ofssz
OCCI,"OFS Credit Company, Inc.",16.85,0,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/occi
OHAI,OHA Investment Corporation,1.22,24610318.24,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ohai
OVBC,Ohio Valley Banc Corp.,36.78,174349190.3,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ovbc
OHRP,"Ohr Pharmaceutical, Inc.",2.39,6761902.72,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ohrp
OKTA,"Okta, Inc.",86.43,9545210272,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/okta
ODFL,"Old Dominion Freight Line, Inc.",152.61,12383841991,n/a,1991,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/odfl
OLBK,"Old Line Bancshares, Inc.",28.65,486760148,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/olbk
ONB,Old National Bancorp,17.73,3105639990,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/onb
OPOF,Old Point Financial Corporation,23,119238647,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/opof
OSBC,"Old Second Bancorp, Inc.",14.36,427333180.1,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/osbc
OSBCP,"Old Second Bancorp, Inc.",10.72,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/osbcp
OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",87.74,5517197892,n/a,2015,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/olli
ZEUS,"Olympic Steel, Inc.",19.45,214113360.6,n/a,1994,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/zeus
OFLX,"Omega Flex, Inc.",76.39,770914282.6,n/a,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/oflx
OMER,Omeros Corporation,15.17,743471232.7,n/a,2009,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/omer
OMCL,"Omnicell, Inc.",85.23,3477313259,n/a,2001,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/omcl
ON,ON Semiconductor Corporation,21.67,8878423631,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/on
OTIV,On Track Innovations Ltd,0.8,33035501.6,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/otiv
ONCY,Oncolytics Biotech Inc.,1.97,35931476.16,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/oncy
OMED,"OncoMed Pharmaceuticals, Inc.",0.82,31676718.9,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/omed
ONTX,"Onconova Therapeutics, Inc.",3.4,19292348,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ontx
ONTXW,"Onconova Therapeutics, Inc.",0.065,0,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ontxw
ONCS,OncoSec Medical Incorporated,0.55,35478851.1,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/oncs
OHGI,"One Horizon Group, Inc.",0.0826,7301958.201,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ohgi
OSS,"One Stop Systems, Inc.",2.25,31914375.75,n/a,2018,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/oss
OSPN,OneSpan Inc.,21.35,858803750,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ospn
OPBK,OP Bancorp,9.13,144101875.9,n/a,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/opbk
OTEX,Open Text Corporation,38.07,10232045728,n/a,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/otex
OPRA,Opera Limited,8.78,87226420.16,9934672,2018,n/a,n/a,https://www.nasdaq.com/symbol/opra
OPES,Opes Acquisition Corp.,10.12,149978400,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/opes
OPESU,Opes Acquisition Corp.,10.36,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/opesu
OPESW,Opes Acquisition Corp.,0.29,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/opesw
OPGN,"OpGen, Inc.",1.48,12795665.6,n/a,2015,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/opgn
OPGNW,"OpGen, Inc.",0.07,0,n/a,2015,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/opgnw
OPHT,Ophthotech Corporation,1.49,61487339.79,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/opht
OPNT,"Opiant Pharmaceuticals, Inc.",15.125,57997447.75,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/opnt
OPK,"Opko Health, Inc.",2.74,1686693428,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/opk
OBAS,Optibase Ltd.,9.88,51359806.68,n/a,1999,Finance,Real Estate,https://www.nasdaq.com/symbol/obas
OCC,Optical Cable Corporation,5.58,42933239.82,n/a,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/occ
OPRX,OptimizeRx Corporation,14.415,173184476.8,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/oprx
OPHC,"OptimumBank Holdings, Inc.",3.7,6710579,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ophc
OPTN,"OptiNose, Inc.",7.95,327758863.5,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/optn
OPB,Opus Bank,22.82,822856909.7,n/a,2014,n/a,n/a,https://www.nasdaq.com/symbol/opb
ORMP,Oramed Pharmaceuticals Inc.,3.21,55784532.39,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ormp
OSUR,"OraSure Technologies, Inc.",11.12,681094095.3,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/osur
ORBC,ORBCOMM Inc.,7.25,572592334.3,n/a,2006,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/orbc
ORTX,Orchard Therapeutics plc,16.89,271989331.1,16103572,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ortx
ORLY,"O&#39;Reilly Automotive, Inc.",371.09,29084405115,n/a,1993,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/orly
ORGO,Organogenesis Holdings Inc. ,7.33,713227039.1,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/orgo
ONVO,"Organovo Holdings, Inc.",1.11,132637608.5,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/onvo
ORGS,Orgenesis Inc.,5.02,78417274.42,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/orgs
SEED,Origin Agritech Limited,6.5326,1524911.351,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/seed
OBNK,"Origin Bancorp, Inc.",35.63,845377297.2,n/a,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/obnk
OESX,"Orion Energy Systems, Inc.",1.02,30168482.88,n/a,2015,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/oesx
ORIT,Oritani Financial Corp.,17.88,804341437.3,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/orit
ORRF,Orrstown Financial Services Inc,20.25,192074814,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/orrf
OFIX,Orthofix Medical Inc. ,58.98,1124229104,n/a,1992,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ofix
KIDS,OrthoPediatrics Corp.,42.41,616490844.5,n/a,2017,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/kids
OSIS,"OSI Systems, Inc.",87.67,1584320339,n/a,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/osis
OSIR,"Osiris Therapeutics, Inc.",17.2,593845239.2,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/osir
OSMT,Osmotica Pharmaceuticals plc,7.2,378136252.8,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/osmt
